Researcher Name,Content Code,Include in Output?,Source_url,Publication_date (DD-MM-YYYY),Publication_time (hh:mm) (local time),"Content Warning (if potentially distressing imagery, briefly summarize)",Verification_status,Verifier Name,Potential unlawful use of force,Event_date (DD-MM-YYYY),Event_time (hh:mm) (local time),Geolocation_possible,Latitude,Longitude,Notes,Equipment(1)_timecode,Equipment(1)_type,Equipment(1)_manufacturer,Equipment(1)_model,Screenshots,Equipment(2)_timecode,Equipment(2)_type,Equipment(2)_manufacturer,Equipment(2)_model,Screenshots,Equipment(3)_timecode,Equipment(3)_type,Equipment(3)_manufacturer,Equipment(3)_model,Screenshots,Equipment(4)_timecode,Equipment(4)_type,Equipment(4)_manufacturer,Equipment(4)_model,Screenshots,Equipment(5)_timecode,Equipment(5)_type,Equipment(5)_manufacturer,Equipment(5)_model,Screenshots,Equipment(6)_timecode,Equipment(6)_type,Equipment(6)_manufacturer,Equipment(6)_model,Screenshots,Equipment(7)_timecode,Equipment(7)_type,Equipment(7)_manufacturer,Equipment(7)_model,Screenshots
,LB095,No,https://www.youtube.com/watch?v=qwyoSjLpe7o&feature=emb_logo,15-12-2019,,No,Verified,Mitch,FALSE,14-12-2019,,Yes,33.8926206,35.5044301,,0:41,Launcher,SAE Alsetex,Chouka 56mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LB097,No,https://www.euronews.com/2019/12/15/54-injured-in-lebanon-violence-erupts-in-beirut-as-police-clash-with-anti-government-prote,15-12-2019,,No,Verified,Mitch,FALSE,14-12-2019,,Yes,33.8975339,35.5073303,,0:11,Vehicle,IVECO,VBTP-MR Guarani 6x6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LB098,No,https://www.hrw.org/sites/default/files/media_2020/08/202008mena_lebanon_teargas.jpg,26-08-2020,,No,Verified,Mitch,FALSE,08-08-2020,,No,,,Munitions collected by HRW while in the field and published in their report,,Munition,SAE Alsetex,CM4/CM6,,,Munition,SAE Alsetex,G1,,,Munition,Nobel Securite,MP7,,,,,,,,,,,,,,,,,,,,,
,LB099,No,https://www.voanews.com/middle-east/lebanese-protesters-decry-security-forces-use-violence,16-01-2020,,No,Verified,,FALSE,14-01-2020,,No,,,,,Launcher,SAE Alsetex,Cougar 56mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LB100,No,https://www.youtube.com/watch?v=qnx2QnrXamI,18-01-2020,,No,Verified,Mitch,FALSE,18-01-2020,18:00,Yes,33.8976027,35.5067739,,0:53,Vehicle-mounted weapon,SAE Alsetex,Land Cougar 12,,0:53,Vehicle,IVECO,VM 90,,3:03,Launcher,SAE Alsetex,Cougar 56mm,,,,,,,,,,,,,,,,,,,,,
,LB101,Maybe (excessive at 6:19),https://www.youtube.com/watch?v=MvLGYhPLtIs&vl=en,18-01-2020,,No,Verified,Mitch,TRUE,18-01-2020,Starting at 17:30,Yes,33.8976027,35.5067739,,3:46,Launcher,SAE Alsetex,Cougar 56mm,,10:13,Vehicle-mounted weapon,SAE Alsetex,Land Cougar 12,,10:13,Vehicle,IVECO,VM 90,,,,,,,,,,,,,,,,,,,,,
,LB102,No,https://twitter.com/CNN/status/1292107245006786560,08-08-2020,,No,Verified,Mitch,,08-08-2020,,Yes,33.8978319,35.5060972,,1:12,Launcher,SAE Alsetex,Cougar 56mm,,2:18,Vehicle,IVECO,VM 90,,2:18,Vehicle-mounted weapon,SAE Alsetex,Land Cougar 12,,,,,,,,,,,,,,,,,,,,,
,LB103,No,https://web.facebook.com/photo/?fbid=10162797693715557&set=a.10152238743835557,18-01-2020,,No,Cannot be Verified,Mitch,FALSE,18-01-2020,,No,,,,,Munition,SAPL,Gomm-Cogne Cal. 12/70 SLUG-LD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LB104,No,https://twitter.com/Jadshahrour/status/1218987945652367360,19-01-2020,,No,Verified,Mitch,FALSE,19-01-2020,,Yes,33.8980749,35.5048385,,,Munition,SAPL,Gomm-Cogne Balle Cal. 12/67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LB105,Maybe (tear gas fired at group of peaceful protestors/journalists),https://twitter.com/Michal_Kranz/status/1218957759850471424,19-01-2020,,No,Verified,Mitch,TRUE,19-01-2020,,Yes,33.8980194,35.5053305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LB106,No,https://twitter.com/LarissaAounSky/status/1220054378280890368,22-01-2020,,No,Verified,Mitch,FALSE,22-01-2020,,Yes,33.8977652,35.5097186,,,Vehicle-mounted weapon,SAE Alsetex,Land Cougar 12,,,Vehicle,IVECO,VBTP-MR Guarani 6x6,,,,,,,,,,,,,,,,,,,,,,,,,,
,LB107,Maybe (excessive use at 24:42),https://www.youtube.com/watch?v=pY0U4rmUVRY,14-12-2019,,No,Verified,Mitch,TRUE,14-12-2019,,Yes,33.89263,35.5043947,,8:13,Launcher,SAE Alsetex,Chouka 56mm,,8:17,Munition,SAE Alsetex,CM4/CM6,,8:17,Munition,SAE Alsetex,"DPR (50m,100m, or 200m)",,,,,,,,,,,,,,,,,,,,,
,LB108,Maybe ,https://twitter.com/Amesegura/status/1292131333964271616,08-08-2020,,,,,,08-08-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LB109,Maybe ,https://twitter.com/nmuradwij/status/1292155342571417600,08-08-2020,,,,,,08-08-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LB110,,https://twitter.com/SkyNews/status/1292106326622064641,08-08-2020,,,,,,08-08-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LB111,,https://twitter.com/Aya_Majzoub/status/1292099680520806400,08-08-2020,,,,,,08-08-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LB112,,https://twitter.com/GinoRaidy/status/1292114402662133766,08-08-2020,,Yes,,,,08-08-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LB113,,https://twitter.com/ThomasVLinge/status/1292144694152093703,08-08-2020,,,,,,08-08-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LB114,Maybe,https://twitter.com/Rasha__Younes/status/1292124260694138880,08-08-2020,,,,,,08-08-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LB115,,https://twitter.com/Aya_Majzoub/status/1292125238080282624,08-08-2020,,,,,,08-08-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LB116,,https://twitter.com/Aya_Majzoub/status/1292125649155633152,08-08-2020,,Yes,,,,08-08-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LB117,,https://twitter.com/RawiSaad/status/1292101969906208773,08-08-2020,,,,,,08-08-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LB118,,https://twitter.com/_sophiamaier/status/1218549763102167046,18-01-2020,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LB119,,https://twitter.com/LunaSafwan/status/1218987464112603136,19-01-2020,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LB120,,https://twitter.com/HassanChamoun/status/1218694499959963649,18-01-2020,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LB121,Maybe (at 35:16 rubber bullet fired at very close range),https://twitter.com/ajmubasher/status/1218930715275997187,19-01-2020,,No,Verified,Mitch,TRUE,19-01-2020,,Yes,33.8981293,35.5047724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LB122,Maybe (Excessive use - large clouds of tear gas visible at end),https://twitter.com/AlArabiya_Eng/status/1205870057139703809,14-12-2019,,No,Verified,Mitch,TRUE,14-12-2019,,Yes,33.8926918,35.5041794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LB123,Yes (Excessive use - many rounds lobbed into crowd),https://twitter.com/MMas2ool/status/1205989570707361793,14-12-2019,,No,Verified,Mitch,TRUE,14-12-2019,,Yes,33.8966243,35.5070679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LB124,No,https://twitter.com/habib_b/status/1205925293585772550,14-12-2019,,No,Verified,Mitch,FALSE,14-12-2019,,Yes,33.8966243,35.5070679,,,Vehicle,IVECO,VBTP-MR Guarani 6x6,,,Vehicle,IVECO,VM 90,,,Vehicle-mounted weapon,SAE Alsetex,Land Cougar 12,,,,,,,,,,,,,,,,,,,,,
,LB125,No (does show large cloud of tear gas near Martyr's Sq but not as strong),https://twitter.com/LunaSafwan/status/1205983756730949632,14-12-2019,,No,Verified,Mitch,TRUE,14-12-2019,,Yes,33.8975582,35.5083541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LB126,No,https://twitter.com/Mark_Darido/status/1205952398000361472,14-12-2019,,No,Cannot be Verified,Mitch,FALSE,,,No,,,,,Munition,SAPL,Gomm-Cogne Balle Cal. 12/67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LB127,Yes (Excessive use - many rounds lobbed into crowd),https://twitter.com/Akhbaralsaha/status/1205932793882124289,14-12-2019,,No,Verified,Mitch,TRUE,14-12-2019,,Yes,33.8966243,35.5070679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LB128,Maybe (tear gas fired into crowd),https://twitter.com/AlArabiya_Eng/status/1205916354110464000,14-12-2019,,No,Verified,Mitch,TRUE,14-12-2019,,Yes,33.8977113,35.5062902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LB129,Maybe (Excessive use - many rounds lobbed into crowd),https://twitter.com/LaraJBitar/status/1205928748178128902,14-12-2019,,No,Verified,Mitch,TRUE,14-12-2019,,Yes,33.8966243,35.5070679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LB130,Maybe (Excessive use - many rounds lobbed into crowd),https://www.pscp.tv/w/1LyGBLLbNmoxN,14-12-2019,,No,Verified,Mitch,TRUE,14-12-2019,,Yes,33.8970273,35.5092883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LB131,No,https://twitter.com/dalalmawad/status/1205909174728765441,14-12-2019,,No,Verified,Mitch,FALSE,14-12-2019,,Yes,33.8977113,35.5062902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LB132,No,https://twitter.com/ThomasVLinge/status/1205979800223043584,14-12-2019,,No,Verified,Mitch,TRUE,14-12-2019,,Yes,33.8966243,35.5070679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LB133,No,https://twitter.com/ThomasVLinge/status/1205945317784477701,14-12-2019,,No,Verified,Mitch,TRUE,14-12-2019,,Yes,33.8966243,35.5070679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LB134,Maybe (Excessive use - many rounds lobbed into crowd),https://twitter.com/Akhbaralsaha/status/1205920909795692545,14-12-2019,,No,Verified,Mitch,TRUE,14-12-2019,,Yes,33.8975251,35.5080589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
